"","SITE_ID","EST_ID","CONDITION_ID","SYNDROME","SEX","SUBJECTS","SAMPLES","CASES","PREV","SE","COVIDENCEID","CONDITION","SOURCE_ID","SITE_WHO_REGION","SITE_INCOME","SITE_LEVEL","SITE_ISO","SITE_COUNTRY","SITE_RV_VAX","AGERANGE","DIAGMETHOD","MIDPOINT","URBAN","yi","vi"
"1030","PMID36660904-17","PMID36660904-17-01","PMID36660904-17-CRYP-01","02Outpatient","Both",101,101,2,0.0198019801980198,0.013862786490806,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","South-East Asia","National","MMR","Myanmar","NO","0-11mo","01Dx_Molc",188,"YES",-3.90197266957464,0.51010101010101
"1031","PMID36660904-17","PMID36660904-17-02","PMID36660904-17-CRYP-02","02Outpatient","Both",73,73,2,0.0273972602739726,0.0191055648507569,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","South-East Asia","National","MMR","Myanmar","NO","12-23mo","01Dx_Molc",188,"YES",-3.56953269648137,0.514084507042254
"1032","PMID36660904-17","PMID36660904-17-03","PMID36660904-17-CRYP-03","02Outpatient","Both",26,26,1,0.0384615384615385,0.0377146413727277,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","South-East Asia","National","MMR","Myanmar","NO","24-59mo","01Dx_Molc",188,"YES",-3.2188758248682,1.04
"1033","PMID36660904-18","PMID36660904-18-01","PMID36660904-18-CRYP-01","02Outpatient","Both",70,70,5,0.0714285714285714,0.0307818431204048,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","NIC","Nicaragua","YES","0-11mo","01Dx_Molc",188,"YES",-2.56494935746154,0.215384615384615
"1034","PMID36660904-18","PMID36660904-18-02","PMID36660904-18-CRYP-02","02Outpatient","Both",71,71,1,0.0140845070422535,0.0139849686427412,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","NIC","Nicaragua","YES","12-23mo","01Dx_Molc",188,"YES",-4.24849524204936,1.01428571428571
"1035","PMID36660904-18","PMID36660904-18-03","PMID36660904-18-CRYP-03","02Outpatient","Both",68,68,3,0.0441176470588235,0.0249031300527418,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","NIC","Nicaragua","YES","24-59mo","01Dx_Molc",188,"YES",-3.07577498122753,0.348717948717949
"1036","PMID36660904-19","PMID36660904-19-01","PMID36660904-19-CRYP-01","02Outpatient","Both",87,87,9,0.103448275862069,0.0326504880326896,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","0-11mo","01Dx_Molc",186,"YES",-2.15948424935337,0.123931623931624
"1037","PMID36660904-19","PMID36660904-19-02","PMID36660904-19-CRYP-02","02Outpatient","Both",45,45,8,0.177777777777778,0.0569937305531003,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","12-23mo","01Dx_Molc",186,"YES",-1.53147637096439,0.152027027027027
"1038","PMID36660904-19","PMID36660904-19-03","PMID36660904-19-CRYP-03","02Outpatient","Both",12,12,1,0.0833333333333333,0.0797855923130282,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","24-59mo","01Dx_Molc",186,"YES",-2.39789527279837,1.09090909090909
"1039","PMID36660904-20","PMID36660904-20-01","PMID36660904-20-CRYP-01","02Outpatient","Both",70,70,1,0.0142857142857143,0.0141833064113421,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","0-11mo","01Dx_Molc",188,"YES",-4.23410650459726,1.01449275362319
"1040","PMID36660904-20","PMID36660904-20-02","PMID36660904-20-CRYP-02","02Outpatient","Both",38,38,3,0.0789473684210526,0.0437440767239716,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","12-23mo","01Dx_Molc",188,"YES",-2.4567357728213,0.361904761904762
"1041","PMID36660904-20","PMID36660904-20-03","PMID36660904-20-CRYP-03","02Outpatient","Both",34,34,1,0.0294117647058824,0.0289760107689346,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","24-59mo","01Dx_Molc",188,"YES",-3.49650756146648,1.03030303030303
"1042","PMID36660904-21","PMID36660904-21-01","PMID36660904-21-CRYP-01","02Outpatient","Both",67,67,0,0,0,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","0-11mo","01Dx_Molc",188,"YES",-4.90527477843843,2.01481481481481
"1043","PMID36660904-21","PMID36660904-21-02","PMID36660904-21-CRYP-02","02Outpatient","Both",63,63,3,0.0476190476190476,0.0268302938009053,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","12-23mo","01Dx_Molc",188,"YES",-2.99573227355399,0.35
"1044","PMID36660904-21","PMID36660904-21-03","PMID36660904-21-CRYP-03","02Outpatient","Both",45,45,3,0.0666666666666667,0.0371848900681811,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","24-59mo","01Dx_Molc",188,"YES",-2.63905732961526,0.357142857142857
"1045","PMID36660904-22","PMID36660904-22-01","PMID36660904-22-CRYP-01","02Outpatient","Both",91,91,7,0.0769230769230769,0.0279335784308678,41779,"Cryptosporidium","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","0-11mo","01Dx_Molc",188,"YES",-2.484906649788,0.154761904761905
"1046","PMID36660904-22","PMID36660904-22-02","PMID36660904-22-CRYP-02","02Outpatient","Both",73,73,14,0.191780821917808,0.0460792851956453,41779,"Cryptosporidium","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","12-23mo","01Dx_Molc",188,"YES",-1.43848011429046,0.0883777239709443
"1047","PMID36660904-22","PMID36660904-22-03","PMID36660904-22-CRYP-03","02Outpatient","Both",36,36,0,0,0,41779,"Cryptosporidium","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","24-59mo","01Dx_Molc",188,"YES",-4.29045944114839,2.02739726027397
"1048","PMID36660904-23","PMID36660904-23-01","PMID36660904-23-CRYP-01","02Outpatient","Both",121,121,25,0.206611570247934,0.036806757968192,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","0-11mo","01Dx_Molc",186,"YES",-1.34547236659964,0.0504166666666667
"1049","PMID36660904-23","PMID36660904-23-02","PMID36660904-23-CRYP-02","02Outpatient","Both",43,43,14,0.325581395348837,0.071459559282342,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","12-23mo","01Dx_Molc",186,"YES",-0.728238500371215,0.105911330049261
"1050","PMID36660904-23","PMID36660904-23-03","PMID36660904-23-CRYP-03","02Outpatient","Both",8,8,1,0.125,0.116926793336686,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","24-59mo","01Dx_Molc",186,"YES",-1.94591014905531,1.14285714285714
"1051","PMID36660904-25","PMID36660904-25-01","PMID36660904-25-CRYP-01","02Outpatient","Both",92,92,2,0.0217391304347826,0.0152038827430486,41779,"Cryptosporidium","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","0-11mo","01Dx_Molc",188,"YES",-3.80666248977032,0.511111111111111
"1052","PMID36660904-25","PMID36660904-25-02","PMID36660904-25-CRYP-02","02Outpatient","Both",53,53,2,0.0377358490566038,0.0261749753572827,41779,"Cryptosporidium","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","12-23mo","01Dx_Molc",188,"YES",-3.23867845216438,0.519607843137255
"1053","PMID36660904-25","PMID36660904-25-03","PMID36660904-25-CRYP-03","02Outpatient","Both",55,55,3,0.0545454545454545,0.0306209221207522,41779,"Cryptosporidium","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","24-59mo","01Dx_Molc",188,"YES",-2.85263142991332,0.352564102564103
"1054","PMID36660904-26","PMID36660904-26-01","PMID36660904-26-CRYP-01","02Outpatient","Both",111,111,0,0,0,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","0-11mo","01Dx_Molc",186,"YES",-5.40717177146012,2.00896860986547
"1055","PMID36660904-26","PMID36660904-26-02","PMID36660904-26-CRYP-02","02Outpatient","Both",47,47,0,0,0,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","12-23mo","01Dx_Molc",186,"YES",-4.55387689160054,2.02105263157895
"1056","PMID36660904-26","PMID36660904-26-03","PMID36660904-26-CRYP-03","02Outpatient","Both",17,17,1,0.0588235294117647,0.0570672058909019,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","24-59mo","01Dx_Molc",186,"YES",-2.77258872223978,1.0625
"1057","PMID36660904-27","PMID36660904-27-01","PMID36660904-27-CRYP-01","02Outpatient","Both",168,168,73,0.43452380952381,0.0382436478137162,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","0-11mo","01Dx_Molc",186,"YES",-0.26341745045215,0.02422494592646
"1058","PMID36660904-27","PMID36660904-27-02","PMID36660904-27-CRYP-02","02Outpatient","Both",85,85,33,0.388235294117647,0.0528603766338356,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","12-23mo","01Dx_Molc",186,"YES",-0.454736157114947,0.0495337995337995
"1059","PMID36660904-27","PMID36660904-27-03","PMID36660904-27-CRYP-03","02Outpatient","Both",36,36,21,0.583333333333333,0.0821677747652724,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","24-59mo","01Dx_Molc",186,"YES",0.336472236621213,0.114285714285714
"1060","PMID36660904-28","PMID36660904-28-01","PMID36660904-28-CRYP-01","02Outpatient","Both",54,54,1,0.0185185185185185,0.0183462494857274,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","0-11mo","01Dx_Molc",186,"YES",-3.97029191355212,1.0188679245283
"1061","PMID36660904-28","PMID36660904-28-02","PMID36660904-28-CRYP-02","02Outpatient","Both",57,57,7,0.12280701754386,0.0434732129634519,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","12-23mo","01Dx_Molc",186,"YES",-1.96611285637283,0.162857142857143
"1062","PMID36660904-28","PMID36660904-28-03","PMID36660904-28-CRYP-03","02Outpatient","Both",37,37,4,0.108108108108108,0.0510486638704343,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","24-59mo","01Dx_Molc",186,"YES",-2.11021320034659,0.28030303030303
"1063","PMID36839587-01","PMID36839587-01-01","PMID36839587-01-CRYP-01","02Outpatient","Both",115,115,7,0.0608695652173913,0.022295341928721,41931,"Cryptosporidium","PMID36839587","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","0-11mo","01Dx_Molc",548,"NO",-2.73622107806891,0.152116402116402
"1064","PMID36839587-01","PMID36839587-01-02","PMID36839587-01-CRYP-02","02Outpatient","Both",52,52,8,0.153846153846154,0.0500341258144608,41931,"Cryptosporidium","PMID36839587","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","12-23mo","01Dx_Molc",548,"NO",-1.70474809223843,0.147727272727273
"1065","PMID36839587-01","PMID36839587-01-03","PMID36839587-01-CRYP-03","02Outpatient","Both",32,32,1,0.03125,0.0307578432578586,41931,"Cryptosporidium","PMID36839587","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","24-59mo","01Dx_Molc",548,"NO",-3.43398720448515,1.03225806451613
"1066","PMID37000848-01","PMID37000848-01-01","PMID37000848-01-CRYP-01","01CommunityDetected","Both",4266,4266,72,0.0168776371308017,0.00197219196282423,42015,"Cryptosporidium","PMID37000848","East Asia and Pacific","Western Pacific","Subnational","KHM","Cambodia","NO","99MixedAges","01Dx_Molc",1034,"NO",-4.06474409244581,0.0141273247496423
"1067","PMID37111504-01","PMID37111504-01-01","PMID37111504-01-CRYP-01","02Outpatient","Both",74,74,7,0.0945945945945946,0.0340203550492458,42010,"Cryptosporidium","PMID37111504","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","YES","0-11mo","01Dx_Molc",304,"NO",-2.25878247033565,0.157782515991471
"1068","PMID37111504-01","PMID37111504-01-02","PMID37111504-01-CRYP-02","02Outpatient","Both",44,44,5,0.113636363636364,0.0478451908136753,42010,"Cryptosporidium","PMID37111504","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","YES","12-23mo","01Dx_Molc",304,"NO",-2.05412373369555,0.225641025641026
"1069","PMID37111504-01","PMID37111504-01-03","PMID37111504-01-CRYP-03","02Outpatient","Both",28,28,2,0.0714285714285714,0.0486703674192319,42010,"Cryptosporidium","PMID37111504","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","YES","24-59mo","01Dx_Molc",304,"NO",-2.56494935746154,0.538461538461538
"1070","PMID27673470-01","PMID27673470-01-01","PMID27673470-01-CYCL-01","00Asymptomatic","Both",878,298,0,0,0,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","0-11mo","01Dx_Molc",319,"NO",-6.3919171133926,2.00335008375209
"1071","PMID27673470-01","PMID27673470-01-02","PMID27673470-01-CYCL-02","02Outpatient","Both",359,187,2,0.0106951871657754,0.0075220887335801,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","0-11mo","01Dx_Molc",319,"NO",-4.52720864451838,0.505405405405405
"1072","PMID27673470-01","PMID27673470-01-03","PMID27673470-01-CYCL-03","03Inpatient","Both",191,113,0,0,0,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","0-11mo","01Dx_Molc",319,"NO",-5.4249500174814,2.00881057268722
"1073","PMID27673470-01","PMID27673470-01-04","PMID27673470-01-CYCL-04","00Asymptomatic","Both",761,299,1,0.00334448160535117,0.00333888414267444,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","12-23mo","01Dx_Molc",319,"NO",-5.6970934865054,1.00335570469799
"1074","PMID27673470-01","PMID27673470-01-05","PMID27673470-01-CYCL-05","02Outpatient","Both",279,173,1,0.00578034682080925,0.00576361640418313,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","12-23mo","01Dx_Molc",319,"NO",-5.14749447681345,1.00581395348837
"1075","PMID27673470-01","PMID27673470-01-06","PMID27673470-01-CYCL-06","03Inpatient","Both",197,126,2,0.0158730158730159,0.011134482133527,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","12-23mo","01Dx_Molc",319,"NO",-4.12713438504509,0.508064516129032
"1076","PMID27673470-01","PMID27673470-01-07","PMID27673470-01-CYCL-07","00Asymptomatic","Both",826,300,1,0.00333333333333333,0.00332777314041599,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","24-59mo","01Dx_Molc",319,"NO",-5.70044357339069,1.00334448160535
"1077","PMID27673470-01","PMID27673470-01-08","PMID27673470-01-CYCL-08","02Outpatient","Both",212,169,4,0.0236686390532544,0.0116934297484434,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","24-59mo","01Dx_Molc",319,"NO",-3.71965111278069,0.256060606060606
"1078","PMID27673470-01","PMID27673470-01-09","PMID27673470-01-CYCL-09","03Inpatient","Both",156,129,1,0.00775193798449612,0.00772183325723647,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","24-59mo","01Dx_Molc",319,"NO",-4.85203026391962,1.0078125
"1079","PMID27673470-02","PMID27673470-02-01","PMID27673470-02-CYCL-01","00Asymptomatic","Both",685,288,0,0,0,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","0-11mo","01Dx_Molc",320,"YES",-6.3578422665081,2.00346620450607
"1080","PMID27673470-02","PMID27673470-02-02","PMID27673470-02-CYCL-02","02Outpatient","Both",520,220,0,0,0,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","0-11mo","01Dx_Molc",320,"YES",-6.08904487544685,2.00453514739229
"1081","PMID27673470-02","PMID27673470-02-03","PMID27673470-02-CYCL-03","03Inpatient","Both",152,68,0,0,0,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","0-11mo","01Dx_Molc",320,"YES",-4.91998092582813,2.01459854014599
"1082","PMID27673470-02","PMID27673470-02-04","PMID27673470-02-CYCL-04","00Asymptomatic","Both",598,298,0,0,0,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","12-23mo","01Dx_Molc",320,"YES",-6.3919171133926,2.00335008375209
"1083","PMID27673470-02","PMID27673470-02-05","PMID27673470-02-CYCL-05","02Outpatient","Both",451,230,0,0,0,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","12-23mo","01Dx_Molc",320,"YES",-6.13339804299665,2.00433839479393
"1084","PMID27673470-02","PMID27673470-02-06","PMID27673470-02-CYCL-06","03Inpatient","Both",137,69,0,0,0,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","12-23mo","01Dx_Molc",320,"YES",-4.93447393313069,2.01438848920863
"1085","PMID27673470-02","PMID27673470-02-07","PMID27673470-02-CYCL-07","00Asymptomatic","Both",731,297,1,0.00336700336700337,0.00336133023177386,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","24-59mo","01Dx_Molc",320,"YES",-5.69035945432406,1.00337837837838
"1086","PMID27673470-02","PMID27673470-02-08","PMID27673470-02-CYCL-08","02Outpatient","Both",235,228,4,0.0175438596491228,0.00869464259269039,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","24-59mo","01Dx_Molc",320,"YES",-4.02535169073515,0.254464285714286
"1087","PMID27673470-02","PMID27673470-02-09","PMID27673470-02-CYCL-09","03Inpatient","Both",73,70,1,0.0142857142857143,0.0141833064113421,41856,"Cyclospora","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","24-59mo","01Dx_Molc",320,"YES",-4.23410650459726,1.01449275362319
"1088","PMID27673470-03","PMID27673470-03-01","PMID27673470-03-CYCL-01","00Asymptomatic","Both",673,299,0,0,0,41856,"Cyclospora","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","0-11mo","01Dx_Molc",344,"NO",-6.39526159811545,2.00333889816361
"1089","PMID27673470-03","PMID27673470-03-02","PMID27673470-03-CYCL-02","02Outpatient","Both",596,270,0,0,0,41856,"Cyclospora","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","0-11mo","01Dx_Molc",344,"NO",-6.29341927884648,2.00369685767098
"1090","PMID27673470-03","PMID27673470-03-03","PMID27673470-03-CYCL-03","03Inpatient","Both",77,39,1,0.0256410256410256,0.0253101598355295,41856,"Cyclospora","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","0-11mo","01Dx_Molc",344,"NO",-3.63758615972639,1.02631578947368
